Vehicle Type,Pickup Location,Drop Location,Avg VTAT,alvo,hora,dia_semana,mes,periodo_dia,sem_vtat
Auto,Netaji Subhash Place,Vatika Chowk,8.0,1,15,4,8,tarde,0
Auto,Manesar,Malviya Nagar,6.4,0,18,2,5,noite,0
Auto,Gurgaon Sector 56,Greater Noida,8.3,0,17,0,3,tarde,1
Go Mini,Green Park,Udyog Vihar Phase 4,9.6,1,12,0,9,tarde,0
Go Mini,Gwal Pahari,Pitampura,14.3,1,18,2,12,noite,0
Premier Sedan,Cyber Hub,Narsinghpur,2.1,1,14,3,7,tarde,0
Auto,Noida Sector 62,Jhilmil,14.1,0,18,0,3,noite,0
Go Mini,Pataudi Chowk,Golf Course Road,7.3,1,3,2,10,madrugada,0
Go Sedan,Satguru Ram Singh Marg,Kaushambi,7.6,0,5,2,7,manha,0
Go Mini,Badarpur,Ashok Vihar,6.8,0,17,0,5,tarde,0
Auto,Badshahpur,Vatika Chowk,3.6,1,19,6,9,noite,0
Go Sedan,Pragati Maidan,Tilak Nagar,5.1,1,18,1,12,noite,0
Auto,Jor Bagh,Shivaji Park,14.6,1,14,5,11,tarde,0
Premier Sedan,Sikanderpur,Karkarduma,2.9,1,19,3,2,noite,0
Go Mini,Maidan Garhi,Ghitorni Village,5.2,1,16,3,1,tarde,0
Auto,New Colony,RK Puram,2.7,1,21,0,8,noite,0
Auto,Sarojini Nagar,Noida Extension,6.3,0,14,1,4,tarde,0
Bike,Gurgaon Sector 56,Samaypur Badli,2.5,0,16,6,12,tarde,0
Premier Sedan,Raj Nagar Extension,Paharganj,8.3,0,19,0,2,noite,1
Bike,Manesar,Civil Lines Gurgaon,6.6,1,18,2,3,noite,0
Auto,Azadpur,Connaught Place,5.0,0,15,6,9,tarde,0
eBike,Cyber Hub,IGI Airport,8.4,0,23,2,7,madrugada,0
Premier Sedan,Kashmere Gate,Gwal Pahari,4.7,1,4,2,4,madrugada,0
Go Sedan,Jahangirpuri,Sultanpur,10.8,1,9,4,4,manha,0
Premier Sedan,Mansarovar Park,IGNOU Road,15.0,1,3,5,12,madrugada,0
Uber XL,Khan Market,Tilak Nagar,12.5,1,21,0,9,noite,0
Bike,Panipat,Jasola,6.9,1,14,5,3,tarde,0
Bike,Saket,Rohini,6.6,1,11,1,4,manha,0
Auto,Sultanpur,Bahadurgarh,7.5,1,16,0,8,tarde,0
Premier Sedan,Ghitorni,Chhatarpur,14.9,0,6,0,10,manha,0
Premier Sedan,Shastri Park,Rohini West,2.9,1,11,1,10,manha,0
Go Sedan,Rithala,Noida Film City,9.4,1,11,2,3,manha,0
Go Sedan,Akshardham,Delhi Gate,11.3,0,11,1,5,manha,0
Go Sedan,IFFCO Chowk,Sultanpur,16.9,0,20,6,7,noite,0
Auto,Huda City Centre,Karkarduma,11.2,1,10,2,1,manha,0
Bike,Kashmere Gate ISBT,Rajiv Chowk,11.2,1,2,3,8,madrugada,0
Bike,Laxmi Nagar,ITO,6.8,0,21,2,2,noite,0
Go Mini,South Extension,Vidhan Sabha,11.6,1,23,2,10,madrugada,0
Go Sedan,Badshahpur,Green Park,9.7,0,13,6,12,tarde,0
Bike,Ashok Vihar,Rohini,7.6,1,17,0,12,tarde,0
Go Mini,Jahangirpuri,Cyber Hub,16.2,0,19,5,7,noite,0
Premier Sedan,Pitampura,Delhi Gate,4.8,1,13,5,1,tarde,0
Go Mini,Nawada,Shastri Park,6.6,0,7,3,12,manha,0
Auto,DLF City Court,Pitampura,8.3,1,11,4,8,manha,0
Uber XL,Nehru Place,Rajiv Chowk,14.8,1,1,6,4,madrugada,0
Premier Sedan,Pragati Maidan,Subhash Chowk,6.1,0,12,3,3,tarde,0
eBike,Munirka,Saidulajab,9.1,0,9,1,1,manha,0
Auto,Vishwavidyalaya,Manesar,5.0,0,19,6,1,noite,0
Bike,Sohna Road,IGNOU Road,14.1,1,13,2,6,tarde,0
Go Sedan,Saket A Block,Gurgaon Railway Station,4.8,1,14,2,2,tarde,0
Auto,Adarsh Nagar,Huda City Centre,8.3,0,23,5,2,madrugada,1
Premier Sedan,Yamuna Bank,Dilshad Garden,9.1,1,21,4,1,noite,0
Auto,AIIMS,Jasola,3.6,1,15,1,7,tarde,0
Auto,Green Park,Aya Nagar,6.8,1,9,1,2,manha,0
Auto,Greater Kailash,Kashmere Gate ISBT,9.5,0,12,0,4,tarde,0
Bike,Madipur,Chhatarpur,5.0,1,22,2,7,noite,0
Auto,Panchsheel Park,Janakpuri,11.0,1,23,0,10,madrugada,0
Premier Sedan,Mandi House,Sadar Bazar Gurgaon,14.3,1,19,0,12,noite,0
Auto,Kanhaiya Nagar,Narsinghpur,11.4,1,19,3,8,noite,0
Go Sedan,Mayur Vihar,Sohna Road,4.8,0,16,4,9,tarde,0
Auto,Ghitorni Village,Rajiv Nagar,12.2,1,16,4,3,tarde,0
Auto,Adarsh Nagar,Connaught Place,11.8,1,10,2,12,manha,0
Bike,Aya Nagar,Noida Sector 62,7.8,0,22,4,8,noite,0
Premier Sedan,Pataudi Chowk,Greater Kailash,13.4,1,19,5,2,noite,0
Go Mini,Badshahpur,Preet Vihar,2.4,1,6,2,7,manha,0
Premier Sedan,Mehrauli,Rithala,7.4,1,10,5,10,manha,0
Auto,Indraprastha,Gurgaon Sector 29,4.1,0,6,1,10,manha,0
Auto,Chirag Delhi,Saket,8.3,0,18,2,2,noite,1
Go Sedan,Botanical Garden,Delhi Gate,8.3,0,20,4,3,noite,1
Go Sedan,Indirapuram,Botanical Garden,12.2,1,15,2,5,tarde,0
Premier Sedan,Noida Film City,Tilak Nagar,4.3,1,11,3,6,manha,0
Bike,Jahangirpuri,Uttam Nagar,11.1,1,10,5,9,manha,0
Bike,Udyog Vihar Phase 4,Vinobapuri,7.1,1,17,3,4,tarde,0
Bike,Kherki Daula Toll,Mandi House,3.0,1,18,1,3,noite,0
Go Sedan,Mansarovar Park,Lajpat Nagar,9.8,0,18,0,11,noite,0
Auto,Munirka,GTB Nagar,3.5,1,19,3,5,noite,0
Auto,Pragati Maidan,Ashok Vihar,6.2,1,20,5,12,noite,0
Go Mini,Nirman Vihar,Inderlok,7.4,0,8,2,7,manha,0
Auto,Punjabi Bagh,Moti Nagar,8.3,0,18,4,2,noite,1
Bike,Chandni Chowk,Rohini West,9.9,1,19,2,7,noite,0
Go Mini,Gurgaon Railway Station,Moti Nagar,3.0,1,0,3,5,madrugada,0
Premier Sedan,Sikanderpur,Pulbangash,11.6,1,22,5,5,noite,0
Go Sedan,Huda City Centre,Paharganj,5.8,0,17,2,10,tarde,0
Auto,Sadar Bazar Gurgaon,Gurgaon Sector 56,3.2,1,19,2,12,noite,0
eBike,Sikanderpur,Nehru Place,6.9,0,16,2,1,tarde,0
Premier Sedan,Inderlok,Shastri Nagar,14.5,1,11,1,7,manha,0
eBike,Rithala,Chanakyapuri,4.7,0,7,4,8,manha,0
Auto,Delhi Gate,Subhash Chowk,9.0,1,18,4,11,noite,0
Auto,Nirman Vihar,Greater Noida,8.3,0,18,4,9,noite,1
Go Mini,Panipat,Palam Vihar,12.7,1,16,4,1,tarde,0
Bike,Palam Vihar,Noida Film City,9.2,1,4,4,3,madrugada,0
Premier Sedan,Tagore Garden,Basai Dhankot,6.1,1,22,6,9,noite,0
Auto,Rajouri Garden,RK Puram,5.5,1,19,5,11,noite,0
Go Sedan,Kashmere Gate,Subhash Chowk,10.4,0,11,2,11,manha,0
Premier Sedan,Mansarovar Park,Central Secretariat,6.3,0,19,0,2,noite,0
Go Mini,Pitampura,Sadar Bazar Gurgaon,2.8,1,14,4,3,tarde,0
Go Sedan,Karol Bagh,Saket,4.2,1,13,2,8,tarde,0
Premier Sedan,Jasola,Rajouri Garden,7.6,0,19,0,5,noite,0
Auto,Noida Sector 62,Uttam Nagar,5.3,0,9,2,10,manha,0
Go Mini,Shastri Nagar,Udyog Vihar Phase 4,11.4,1,17,0,5,tarde,0
Go Mini,Rohini,Lajpat Nagar,10.2,1,8,5,11,manha,0
Premier Sedan,Malviya Nagar,Sadar Bazar Gurgaon,7.4,1,13,5,3,tarde,0
Uber XL,Welcome,Nawada,8.7,1,10,4,7,manha,0
Auto,Malviya Nagar,Govindpuri,10.0,1,21,4,2,noite,0
Premier Sedan,Noida Extension,Kalkaji,4.5,1,3,0,8,madrugada,0
Go Sedan,Jahangirpuri,Ashram,11.3,1,20,5,10,noite,0
Bike,GTB Nagar,Gwal Pahari,13.7,1,9,5,8,manha,0
Bike,Bhiwadi,Vatika Chowk,8.1,1,19,6,4,noite,0
Auto,Vaishali,Mehrauli,10.3,1,17,1,1,tarde,0
Go Sedan,Mehrauli,IIT Delhi,4.8,1,21,5,5,noite,0
Auto,Raj Nagar Extension,Mayur Vihar,9.4,1,15,5,5,tarde,0
Go Mini,Badarpur,Bahadurgarh,4.3,0,18,1,1,noite,0
Go Sedan,Pataudi Chowk,Preet Vihar,2.9,1,9,3,5,manha,0
Go Mini,IMT Manesar,Jahangirpuri,7.4,1,16,6,4,tarde,0
Go Sedan,Ghitorni,Manesar,7.8,1,11,5,1,manha,0
Go Mini,Jama Masjid,Saket A Block,5.1,0,6,6,12,manha,0
Go Sedan,India Gate,Gwal Pahari,5.1,0,15,2,10,tarde,0
Premier Sedan,Gurgaon Sector 56,Indirapuram,9.4,1,10,4,8,manha,0
Auto,Jhilmil,Kirti Nagar,11.0,1,19,2,5,noite,0
Auto,Shivaji Park,Meerut,11.6,1,7,1,10,manha,0
Go Sedan,DLF Phase 3,Janakpuri,8.0,0,8,0,2,manha,0
Go Sedan,Yamuna Bank,Jahangirpuri,2.1,1,18,6,1,noite,0
Go Sedan,Tis Hazari,Chhatarpur,2.9,1,11,2,3,manha,0
Auto,Huda City Centre,Sikanderpur,8.3,1,12,0,5,tarde,0
Auto,Ghaziabad,IGI Airport,5.2,0,13,5,9,tarde,0
Premier Sedan,Nirman Vihar,Sushant Lok,12.0,1,16,3,9,tarde,0
Auto,Govindpuri,Saidulajab,9.2,0,9,6,5,manha,0
Premier Sedan,Chhatarpur,RK Puram,5.6,0,7,4,2,manha,0
Auto,Manesar,Rithala,5.0,1,18,1,8,noite,0
Go Sedan,Udyog Vihar Phase 4,Chanakyapuri,9.2,0,5,6,5,manha,0
Bike,Sushant Lok,Nirman Vihar,8.3,0,18,2,12,noite,1
Bike,Green Park,Okhla,3.5,0,18,4,12,noite,0
Auto,Satguru Ram Singh Marg,Bhiwadi,5.2,1,19,1,3,noite,0
Bike,Keshav Puram,Noida Film City,9.9,1,16,3,6,tarde,0
Go Sedan,Anand Vihar,Moti Nagar,3.7,0,17,3,1,tarde,0
Auto,Sushant Lok,MG Road,7.3,0,18,4,7,noite,0
Auto,Arjangarh,Punjabi Bagh,5.3,1,5,1,5,manha,0
Auto,Nawada,Ghitorni,8.3,0,20,3,12,noite,1
Go Mini,Aya Nagar,IGI Airport,7.6,0,22,3,1,noite,0
Bike,Malviya Nagar,Dwarka Mor,19.1,0,9,0,1,manha,0
Go Sedan,Kashmere Gate,Jama Masjid,8.1,1,17,6,2,tarde,0
Auto,Tilak Nagar,Hero Honda Chowk,5.3,0,18,0,2,noite,0
Uber XL,India Gate,IGI Airport,14.9,1,23,5,2,madrugada,0
Premier Sedan,Tilak Nagar,Qutub Minar,13.3,1,9,0,2,manha,0
Go Mini,IFFCO Chowk,Chirag Delhi,8.8,1,3,0,8,madrugada,0
Premier Sedan,Chhatarpur,Paharganj,11.7,1,20,1,9,noite,0
Go Mini,Lajpat Nagar,Patel Chowk,8.3,0,13,1,7,tarde,1
Uber XL,Ghaziabad,Mandi House,3.9,1,12,5,11,tarde,0
Go Sedan,Mundka,Maidan Garhi,18.0,0,20,2,7,noite,0
Premier Sedan,Badarpur,Qutub Minar,14.9,1,14,0,8,tarde,0
eBike,Moolchand,Saket A Block,3.8,1,20,0,2,noite,0
Go Sedan,Gurgaon Railway Station,Paschim Vihar,13.3,1,10,4,5,manha,0
Go Sedan,Ashok Park Main,Uttam Nagar,4.9,1,9,6,7,manha,0
Auto,Anand Vihar ISBT,Huda City Centre,7.3,0,18,6,5,noite,0
Auto,Vishwavidyalaya,Vinobapuri,7.9,0,21,0,6,noite,0
Uber XL,Subhash Chowk,Noida Extension,5.9,1,10,3,5,manha,0
Go Sedan,Azadpur,Moti Nagar,5.9,1,20,0,4,noite,0
Go Mini,Greater Noida,Sohna Road,9.6,0,20,3,12,noite,0
Go Mini,Rajiv Nagar,Jahangirpuri,9.7,0,15,3,11,tarde,0
Auto,Chanakyapuri,Ghaziabad,9.1,0,16,1,7,tarde,0
eBike,Greater Kailash,Shivaji Park,10.0,0,12,4,8,tarde,0
Premier Sedan,Nirman Vihar,Patel Chowk,4.6,1,10,2,3,manha,0
Auto,Rohini East,Basai Dhankot,14.0,1,19,1,6,noite,0
Auto,Jor Bagh,Nirman Vihar,2.1,1,14,5,12,tarde,0
Go Sedan,Khan Market,Bhiwadi,12.1,1,8,6,4,manha,0
Go Mini,Karkarduma,Ambience Mall,10.5,1,20,0,6,noite,0
Premier Sedan,Lok Kalyan Marg,Preet Vihar,9.7,1,17,4,11,tarde,0
Auto,Ghaziabad,Moti Nagar,3.3,1,8,5,2,manha,0
Go Sedan,Shastri Park,Narsinghpur,5.1,1,17,0,5,tarde,0
Go Sedan,Peeragarhi,Pulbangash,2.9,1,19,5,7,noite,0
Auto,Botanical Garden,Panipat,6.9,0,9,2,1,manha,0
Auto,Vasant Kunj,Vatika Chowk,6.6,1,10,6,5,manha,0
Auto,DLF Phase 3,Okhla,12.4,1,21,6,3,noite,0
eBike,Saket A Block,Sultanpur,7.0,0,14,3,9,tarde,0
Go Sedan,Subhash Chowk,Badshahpur,5.1,0,11,4,1,manha,0
Auto,Jahangirpuri,Rohini,9.7,1,4,6,12,madrugada,0
Auto,Pulbangash,Akshardham,8.2,1,22,2,5,noite,0
Bike,Palam Vihar,Gwal Pahari,8.5,0,17,0,7,tarde,0
Go Sedan,Greater Kailash,Lok Kalyan Marg,11.4,0,14,4,4,tarde,0
Premier Sedan,Saket,Ashok Vihar,7.2,0,15,2,7,tarde,0
Auto,Shastri Nagar,Jasola,4.7,0,8,5,1,manha,0
Premier Sedan,Khandsa,Cyber Hub,3.4,1,11,6,6,manha,0
eBike,Chanakyapuri,DLF City Court,3.4,0,18,4,8,noite,0
Premier Sedan,Manesar,Mansarovar Park,13.1,1,7,3,2,manha,0
Auto,Sarai Kale Khan,Raj Nagar Extension,7.6,0,20,6,10,noite,0
Bike,Moolchand,Chanakyapuri,8.7,0,18,4,4,noite,0
Premier Sedan,IMT Manesar,Jor Bagh,6.3,0,21,5,5,noite,0
Go Sedan,Ashram,New Colony,6.5,0,15,2,2,tarde,0
Go Sedan,Madipur,Tagore Garden,5.4,1,20,0,11,noite,0
Premier Sedan,Pragati Maidan,Chirag Delhi,7.9,0,21,1,11,noite,0
Auto,Adarsh Nagar,Botanical Garden,10.9,0,18,0,12,noite,0
Go Mini,Azadpur,Karkarduma,2.7,1,17,5,11,tarde,0
Premier Sedan,Shastri Nagar,Noida Film City,11.6,0,7,6,10,manha,0
Auto,Shivaji Park,Tagore Garden,13.3,1,23,4,10,madrugada,0
Bike,Mandi House,Rohini West,3.9,1,13,2,4,tarde,0
Premier Sedan,Indraprastha,Jor Bagh,7.3,0,16,1,8,tarde,0
Go Mini,Moti Nagar,Bhikaji Cama Place,9.6,1,13,4,12,tarde,0
Bike,Chanakyapuri,Mandi House,7.9,1,19,5,11,noite,0
Bike,Kaushambi,Ghitorni Village,12.3,1,14,3,7,tarde,0
Auto,Tagore Garden,Kalkaji,11.6,1,16,5,10,tarde,0
Go Mini,Faridabad Sector 15,Janakpuri,3.3,1,12,6,9,tarde,0
Go Mini,Pulbangash,Vasant Kunj,6.4,1,12,3,2,tarde,0
Auto,Model Town,Rithala,8.3,0,12,5,8,tarde,1
Go Sedan,Satguru Ram Singh Marg,Sushant Lok,15.0,1,6,0,7,manha,0
Go Sedan,INA Market,Netaji Subhash Place,10.2,0,17,1,4,tarde,0
Bike,Nirman Vihar,Hero Honda Chowk,13.9,1,12,1,8,tarde,0
Auto,Chandni Chowk,Noida Sector 62,10.7,1,15,5,8,tarde,0
Go Mini,Karol Bagh,Chandni Chowk,11.0,1,12,3,8,tarde,0
Go Sedan,Chandni Chowk,IFFCO Chowk,4.3,1,16,4,3,tarde,0
Premier Sedan,Nirman Vihar,Pragati Maidan,4.4,0,19,5,10,noite,0
Auto,Pitampura,Botanical Garden,11.4,0,22,6,4,noite,0
Auto,Moolchand,Punjabi Bagh,11.6,1,9,2,1,manha,0
Auto,Sonipat,Dwarka Sector 21,6.7,1,21,6,7,noite,0
eBike,Khandsa,Faridabad Sector 15,5.8,1,5,3,1,manha,0
Go Sedan,Rajouri Garden,Rohini,11.7,0,7,4,11,manha,0
Go Mini,Shahdara,New Delhi Railway Station,11.3,1,10,0,4,manha,0
Go Sedan,Khandsa,Huda City Centre,13.0,1,19,3,4,noite,0
Premier Sedan,India Gate,Ghitorni Village,3.3,1,17,0,4,tarde,0
Auto,Connaught Place,Sushant Lok,13.9,1,13,3,10,tarde,0
Auto,Ashok Park Main,Kashmere Gate ISBT,4.6,1,18,5,7,noite,0
Auto,Sushant Lok,Botanical Garden,6.7,1,18,6,12,noite,0
eBike,Mansarovar Park,Keshav Puram,8.3,0,10,6,12,manha,1
Bike,Lok Kalyan Marg,Govindpuri,8.2,1,15,5,9,tarde,0
Premier Sedan,Vatika Chowk,Okhla,8.8,0,4,0,5,madrugada,0
Go Sedan,Cyber Hub,MG Road,6.5,0,22,5,2,noite,0
Bike,Badarpur,Ghitorni Village,14.4,1,19,6,3,noite,0
Go Sedan,Bhikaji Cama Place,ITO,14.6,1,9,5,3,manha,0
eBike,Ghitorni,Old Gurgaon,12.7,1,20,5,6,noite,0
Bike,IIT Delhi,Vatika Chowk,6.3,0,10,0,7,manha,0
Go Mini,Peeragarhi,IIT Delhi,9.8,0,19,1,11,noite,0
Auto,Jama Masjid,IFFCO Chowk,14.8,1,17,5,2,tarde,0
Go Sedan,Noida Film City,Badshahpur,9.0,0,14,3,10,tarde,0
Premier Sedan,Vatika Chowk,Bahadurgarh,4.5,1,8,4,6,manha,0
Auto,Rajouri Garden,Tughlakabad,4.9,1,9,4,6,manha,0
Go Sedan,Madipur,South Extension,8.3,0,17,2,4,tarde,1
Auto,Greater Noida,Badarpur,6.1,1,16,0,11,tarde,0
Go Sedan,Indraprastha,Welcome,7.6,1,16,1,2,tarde,0
Premier Sedan,Jahangirpuri,Kirti Nagar,8.4,1,8,5,12,manha,0
Premier Sedan,Raj Nagar Extension,Seelampur,9.2,1,13,3,9,tarde,0
Auto,Jor Bagh,Madipur,5.3,1,23,4,9,madrugada,0
Go Sedan,Lok Kalyan Marg,New Colony,9.1,0,18,6,7,noite,0
Auto,GTB Nagar,Rohini West,5.4,0,10,0,7,manha,0
Bike,South Extension,Faridabad Sector 15,4.8,1,6,6,9,manha,0
Auto,Bahadurgarh,Manesar,12.2,1,11,0,10,manha,0
Go Sedan,Ramesh Nagar,Jasola,9.8,1,6,3,8,manha,0
Auto,Sadar Bazar Gurgaon,Green Park,14.0,1,19,3,6,noite,0
Premier Sedan,Sadar Bazar Gurgaon,Paschim Vihar,6.1,1,20,3,2,noite,0
Go Mini,DLF Phase 3,Raj Nagar Extension,11.5,0,11,0,8,manha,0
Uber XL,Ashram,Noida Sector 62,8.9,1,17,1,6,tarde,0
Premier Sedan,Golf Course Road,Vaishali,6.5,1,16,0,1,tarde,0
Go Sedan,Rohini West,Qutub Minar,12.2,1,5,0,6,manha,0
Premier Sedan,Vidhan Sabha,Shastri Nagar,4.3,1,9,2,10,manha,0
Auto,Sadar Bazar Gurgaon,Greater Noida,11.1,1,16,2,9,tarde,0
Go Mini,Green Park,Sohna Road,6.0,0,19,3,7,noite,0
Bike,Kalkaji,Nehru Place,8.3,0,17,6,2,tarde,1
Auto,Indraprastha,Gurgaon Sector 56,8.9,0,21,3,8,noite,0
Uber XL,Pulbangash,Greater Noida,10.6,1,8,2,8,manha,0
Bike,Shivaji Park,Greater Kailash,11.6,0,16,2,10,tarde,0
Go Sedan,Greater Noida,New Colony,9.1,1,15,0,1,tarde,0
Auto,Kirti Nagar,Sushant Lok,9.9,1,19,3,11,noite,0
Premier Sedan,Indirapuram,Vatika Chowk,11.0,1,19,4,3,noite,0
Go Mini,Paharganj,Vishwavidyalaya,12.7,0,11,6,8,manha,0
Auto,Mundka,Noida Sector 62,7.2,1,12,4,9,tarde,0
Go Mini,Peeragarhi,Patel Chowk,2.7,1,16,5,5,tarde,0
Go Sedan,Tughlakabad,IGNOU Road,8.3,0,14,5,9,tarde,1
eBike,Shivaji Park,Azadpur,14.1,1,15,3,5,tarde,0
Bike,Udyog Bhawan,Raj Nagar Extension,9.6,1,23,1,11,madrugada,0
Auto,Kaushambi,Pitampura,3.6,0,21,4,3,noite,0
Bike,Samaypur Badli,Paschim Vihar,4.6,1,12,0,3,tarde,0
Bike,Green Park,Jama Masjid,7.7,1,19,2,5,noite,0
Go Mini,RK Puram,ITO,10.9,0,6,1,5,manha,0
Premier Sedan,Central Secretariat,India Gate,12.2,1,8,3,8,manha,0
Premier Sedan,Pragati Maidan,RK Puram,12.7,1,22,4,9,noite,0
Bike,Khandsa,Paharganj,13.0,0,8,3,12,manha,0
Go Sedan,Central Secretariat,Lok Kalyan Marg,11.9,1,21,3,3,noite,0
Auto,Raj Nagar Extension,Saket,14.9,1,19,2,6,noite,0
Auto,Rajiv Nagar,Model Town,6.3,0,13,0,11,tarde,0
Auto,Shivaji Park,Rohini,8.6,1,12,1,3,tarde,0
eBike,Kadarpur,Ghaziabad,7.1,1,8,4,6,manha,0
Go Mini,Rohini East,Ashram,4.3,1,22,2,3,noite,0
Go Mini,Hauz Rani,Kirti Nagar,7.7,0,15,6,1,tarde,0
Premier Sedan,Model Town,Jahangirpuri,8.8,1,7,2,6,manha,0
Premier Sedan,Vishwavidyalaya,Tagore Garden,19.1,0,17,6,9,tarde,0
Auto,Maidan Garhi,Golf Course Road,3.9,1,8,3,6,manha,0
Auto,Huda City Centre,IIT Delhi,10.4,0,14,6,6,tarde,0
Auto,Sarojini Nagar,Govindpuri,6.9,0,23,0,7,madrugada,0
Uber XL,Azadpur,Saket,11.6,0,18,3,10,noite,0
Auto,Dilshad Garden,Rajiv Nagar,13.7,1,10,6,1,manha,0
Auto,INA Market,Civil Lines Gurgaon,4.9,1,11,6,5,manha,0
Go Sedan,RK Puram,Delhi Gate,7.6,1,5,4,3,manha,0
Go Sedan,Azadpur,Karol Bagh,9.7,1,19,3,11,noite,0
Go Sedan,Sikanderpur,Ashok Park Main,14.3,1,17,1,7,tarde,0
Bike,Kherki Daula Toll,Mansarovar Park,11.5,1,8,4,1,manha,0
Go Mini,Gurgaon Sector 29,Mayur Vihar,7.9,0,9,5,8,manha,0
Bike,MG Road,Vatika Chowk,9.3,1,13,6,1,tarde,0
Auto,Subhash Nagar,Shivaji Park,5.4,1,19,3,6,noite,0
Auto,Vasant Kunj,Central Secretariat,11.9,0,15,5,1,tarde,0
Bike,New Delhi Railway Station,IMT Manesar,7.8,1,10,0,12,manha,0
Auto,Kashmere Gate,Panipat,8.3,0,16,4,7,tarde,1
Auto,Delhi Gate,Preet Vihar,14.9,1,1,5,11,madrugada,0
eBike,Patel Chowk,Jor Bagh,8.8,1,19,0,10,noite,0
Go Sedan,Old Gurgaon,Ghitorni Village,8.3,0,7,0,9,manha,1
Bike,Sarojini Nagar,Rajiv Nagar,9.5,1,14,6,2,tarde,0
Auto,Ashok Park Main,Noida Extension,12.2,1,15,4,3,tarde,0
Go Sedan,Narsinghpur,Indirapuram,8.3,0,18,2,4,noite,1
Go Mini,Mansarovar Park,Faridabad Sector 15,3.3,1,12,3,5,tarde,0
Bike,Rithala,Faridabad Sector 15,4.7,0,19,6,10,noite,0
Bike,Peeragarhi,Laxmi Nagar,13.5,1,22,2,2,noite,0
Go Mini,Manesar,ITO,3.7,1,18,2,7,noite,0
Auto,Moti Nagar,Punjabi Bagh,10.4,1,20,3,8,noite,0
Premier Sedan,New Delhi Railway Station,Rohini West,8.8,1,14,6,6,tarde,0
Premier Sedan,Pitampura,Kashmere Gate,14.3,1,21,0,12,noite,0
Go Sedan,New Delhi Railway Station,Arjangarh,6.2,1,6,1,7,manha,0
Go Sedan,Tughlakabad,Chandni Chowk,2.9,1,18,0,5,noite,0
Auto,Ghitorni,Ashok Park Main,12.3,1,4,0,11,madrugada,0
Auto,Kalkaji,Model Town,13.2,1,6,5,9,manha,0
Premier Sedan,Huda City Centre,Shahdara,2.6,1,22,1,5,noite,0
Go Mini,IMT Manesar,Kashmere Gate ISBT,5.6,1,11,1,4,manha,0
Auto,Bhikaji Cama Place,RK Puram,4.6,0,17,6,11,tarde,0
Premier Sedan,Jor Bagh,India Gate,4.6,1,7,1,11,manha,0
Auto,IGI Airport,Sarai Kale Khan,14.1,1,10,4,10,manha,0
Go Mini,Green Park,Kadarpur,12.8,1,22,5,2,noite,0
Go Mini,Green Park,Khan Market,2.1,1,17,6,8,tarde,0
Go Sedan,Ashram,Ambience Mall,6.9,1,7,1,8,manha,0
Go Sedan,Kherki Daula Toll,DLF Phase 3,2.6,1,17,0,7,tarde,0
Bike,Khandsa,Lok Kalyan Marg,12.6,1,22,2,5,noite,0
Go Sedan,Chhatarpur,Ardee City,4.0,1,22,0,5,noite,0
Bike,Mehrauli,AIIMS,9.9,0,18,3,12,noite,0
Auto,Ghaziabad,Sarojini Nagar,13.7,1,17,2,12,tarde,0
Auto,Manesar,AIIMS,10.0,0,21,6,2,noite,0
Go Mini,IMT Manesar,Rajiv Chowk,13.4,1,14,4,5,tarde,0
Auto,Subhash Nagar,Greater Noida,3.2,0,21,6,3,noite,0
Bike,Shivaji Park,Vishwavidyalaya,10.1,1,9,6,9,manha,0
Bike,AIIMS,Paharganj,8.3,0,10,3,3,manha,1
Bike,Pragati Maidan,Punjabi Bagh,10.7,1,20,4,11,noite,0
Bike,Dwarka Sector 21,Akshardham,5.5,0,10,0,9,manha,0
Premier Sedan,Manesar,Madipur,6.3,1,20,5,11,noite,0
Auto,IGNOU Road,Botanical Garden,8.3,0,17,6,12,tarde,1
Uber XL,Ghitorni,Saidulajab,6.5,1,16,5,10,tarde,0
Auto,Noida Sector 18,Kherki Daula Toll,8.3,0,4,0,7,madrugada,0
Premier Sedan,Moti Nagar,Nehru Place,5.2,1,8,5,9,manha,0
Go Sedan,Civil Lines Gurgaon,Kirti Nagar,14.0,1,9,4,11,manha,0
Go Sedan,South Extension,Chirag Delhi,10.6,1,18,4,11,noite,0
Go Mini,Karol Bagh,Adarsh Nagar,5.4,1,15,5,7,tarde,0
Bike,Jhilmil,Keshav Puram,4.6,1,18,5,4,noite,0
Auto,Kirti Nagar,MG Road,12.5,1,19,6,3,noite,0
Auto,Kalkaji,Ghitorni Village,5.4,1,1,1,3,madrugada,0
Auto,Shivaji Park,Jahangirpuri,8.8,0,23,4,7,madrugada,0
Bike,Anand Vihar ISBT,Greater Kailash,2.6,1,13,1,3,tarde,0
Premier Sedan,Dilshad Garden,Civil Lines Gurgaon,8.3,0,16,5,11,tarde,1
Auto,Manesar,Kashmere Gate ISBT,8.9,0,17,1,12,tarde,0
Bike,Huda City Centre,Jama Masjid,7.5,1,12,4,10,tarde,0
Bike,Nehru Place,Delhi Gate,3.8,0,0,6,1,madrugada,0
Premier Sedan,Samaypur Badli,Cyber Hub,4.0,1,3,4,9,madrugada,0
Go Mini,Jor Bagh,Shastri Nagar,5.1,0,22,6,8,noite,0
Go Mini,Keshav Puram,Kashmere Gate,8.0,0,8,6,3,manha,0
Go Mini,Subhash Chowk,Basai Dhankot,8.3,0,23,3,10,madrugada,1
